frame1 #-0,06772464#0,8636802#3,140105#-0,03632009#0,6692324#3,178944# -0,2392975#0,2107752#2,912582#-0,6080363#0,4401506#3,141927#-0,1428034#0,247434#2,908998#-0,5513937#0,4355903#3,160561#0,009399507#0,3422031#2,93009#-0,3814661#0,4219095#3,231184#0,07926608#0,5373335#3,043976#-0,2149491#0,52876#3,249583#-0,005555023#0,2754566#3,187437#-0,03100949#0,2007669#3,147675#0,0360297#0,1285286#3,106209#-0,09636714#0,1246705#3,174578#0,2432371#-0,2747667#3,117191#-0,2995663#-0,2546941#3,188388#-0,2477634#-0,581737#3,160705#-0,352892#-0,5959758#3,165042#-0,1192345#-0,5932796#3,156759#-0,4132414#-0,674126#3,138163#0  
frame38 #0,07129908#0,7791973#3,049489#0,1751346#0,6971751#3,135589# 0,4022961#0,2627314#3,015066#-0,07842003#0,1198741#2,972345#0,3667737#0,2867793#2,958675#-0,07184593#0,174933#2,94727#0,358669#0,5173165#3,061076#-0,05212364#0,3401098#2,886143#0,3289175#0,6563624#3,290717#0,08197527#0,5325562#2,991226#0,1506053#0,2626534#3,056758#0,1713964#0,1835574#3,021611#0,2313395#0,1271405#3,007533#0,111258#0,1180942#3,007292#0,4587241#-0,2417762#3,050662#-0,1508807#-0,2614615#3,101255#0,5194349#-0,5651037#2,960938#-0,254475#-0,5836278#3,040432#0,5833655#-0,6052402#2,906478#-0,1905444#-0,6237644#2,985972#0  
frame39 #0,06592743#0,7718065#3,046761#0,1748732#0,6986449#3,134678# 0,400574#0,281305#3,018335#-0,005135721#0,2021118#2,975514#0,365144#0,3052903#2,96209#-0,07391568#0,1864983#2,946446#0,3606828#0,5429791#3,045158#-0,08347026#0,3802091#2,856458#0,3286561#0,6578321#3,289807#0,07476562#0,5360563#2,991421#0,1480117#0,2696888#3,057705#0,1680641#0,1906597#3,022493#0,2291185#0,1324454#3,007283#0,1062093#0,1239498#3,008531#0,4422505#-0,2373005#3,051281#-0,1529479#-0,2605928#3,099025#0,5176811#-0,5614671#2,962795#-0,2546651#-0,585517#3,040607#0,5807841#-0,6016579#2,90752#-0,1915621#-0,6257077#2,985332#0  
frame40 #0,04909436#0,7415712#3,043612#0,1624152#0,6603562#3,123337# 0,4013339#0,24748#3,055312#-0,005781524#0,2064755#2,978563#0,3659934#0,2714048#2,999209#-0,07542549#0,2170546#2,937378#0,3569449#0,5186886#3,027967#-0,08284324#0,4419274#2,847491#0,3161981#0,6195435#3,278465#0,07176226#0,5398503#2,993373#0,1428546#0,2654734#3,056138#0,1638876#0,1888313#3,021693#0,2244795#0,1318572#3,00725#0,1025787#0,1244461#3,007452#0,4365983#-0,2347708#3,049034#-0,1588303#-0,2587945#3,09645#0,5113209#-0,5629299#2,9585#-0,2668539#-0,5877563#3,039186#0,5749847#-0,6029475#2,903959#-0,2031902#-0,6277739#2,984646#0  
frame41 #0,0489683#0,7417921#3,043433#0,1623653#0,6602541#3,123492# 0,4007611#0,2494827#3,024616#-0,01038267#0,2113202#2,977836#0,3654987#0,2733548#2,968637#-0,07949635#0,2195662#2,937903#0,3578615#0,5172004#3,028535#-0,08265547#0,445445#2,849195#0,3161481#0,6194414#3,27862#0,0702419#0,5418461#2,993854#0,1408781#0,2643757#3,056196#0,1617524#0,18828#3,021775#0,221611#0,1317584#3,007438#0,100669#0,1250827#3,007544#0,4332402#-0,2343096#3,047395#-0,1600213#-0,2577195#3,095249#0,5105594#-0,5636886#2,958248#-0,2581688#-0,5742406#3,037426#0,5741021#-0,6037444#2,903579#-0,1946261#-0,6142964#2,982757#0  
frame42 #0,04216623#0,7527834#3,049275#0,1493846#0,6605926#3,128487# 0,3949201#0,2509594#3,02652#-0,01151846#0,2216208#2,972125#0,3598304#0,2747145#2,970814#-0,08034804#0,227882#2,934464#0,3523932#0,5186859#3,033695#-0,08087342#0,4595412#2,857667#0,3031675#0,6197798#3,283616#0,06380781#0,543371#2,99649#0,1338588#0,2677879#3,056861#0,1560323#0,1910865#3,022274#0,2150167#0,1372469#3,007542#0,09653509#0,1268249#3,007865#0,4299861#-0,2342602#3,046393#-0,1613908#-0,2571688#3,09479#0,5069896#-0,5684942#2,95544#-0,264204#-0,573833#3,03582#0,5712942#-0,6082684#2,901826#-0,1998994#-0,6136072#2,982207#0  
frame43 #0,03832726#0,7503777#3,050428#0,1490978#0,6607316#3,128869# 0,3997132#0,243621#2,937213#-0,01079941#0,2141756#2,982436#0,359941#0,2873051#2,89974#-0,07972566#0,2284439#2,940512#0,3498893#0,490731#3,048339#-0,08084585#0,4572883#2,856266#0,3028807#0,6199188#3,283998#0,06073177#0,5453846#2,998204#0,1316361#0,2669323#3,056716#0,1534646#0,1909622#3,021835#0,2119505#0,1372887#3,007388#0,09416741#0,1280158#3,00691#0,4298146#-0,2342405#3,046387#-0,1635247#-0,2564507#3,093836#0,5073336#-0,569417#2,95583#-0,2657759#-0,5734909#3,034626#0,5712172#-0,6092097#2,901809#-0,2018923#-0,6132836#2,980605#0  
frame44 #0,03541426#0,7492846#3,05259#0,1484056#0,6613734#3,1308# 0,3810078#0,2084561#2,911525#-0,0126732#0,2096229#2,984987#0,3714904#0,2865641#2,938353#-0,08249666#0,2242364#2,942367#0,3429384#0,520888#3,033059#-0,09034903#0,4516986#2,854606#0,3021884#0,6205606#3,285929#0,05877675#0,5464013#3,000094#0,1297511#0,2660463#3,056696#0,1513334#0,190524#3,021438#0,2098688#0,1372949#3,006253#0,09196946#0,1281708#3,006829#0,4290818#-0,2345032#3,046546#-0,1648526#-0,2559205#3,093301#0,506381#-0,5685592#2,955488#-0,2676376#-0,57293#3,03659#0,570076#-0,608321#2,901359#-0,2039425#-0,6126918#2,98246#0  
frame45 #0,03149363#0,7471077#3,054258#0,1468108#0,6610991#3,132153# 0,3681311#0,2589793#2,952886#-0,01302126#0,2094204#2,985297#0,3520281#0,3071271#2,905572#-0,08313674#0,2236367#2,942948#0,3315575#0,5330541#3,02641#-0,09337987#0,4524276#2,855312#0,3005936#0,6202862#3,287281#0,05768499#0,547774#3,002244#0,1268744#0,2644121#3,056262#0,1484749#0,1894081#3,020693#0,2061254#0,1368307#3,005264#0,09038065#0,1282329#3,006299#0,4276694#-0,2347115#3,046252#-0,1666019#-0,2557274#3,092228#0,5060545#-0,5684622#2,955658#-0,2688098#-0,5738643#3,035658#0,5697124#-0,6081854#2,901589#-0,2746354#-0,644336#2,998547#0  
frame46 #0,02891243#0,7464094#3,055133#0,1452365#0,6616079#3,133411# 0,3339236#0,2252014#2,978396#-0,01549316#0,1983782#2,986241#0,3188784#0,2701869#2,927911#-0,08588615#0,2214768#2,940827#0,3416226#0,4971989#3,046473#-0,09550869#0,4524157#2,857554#0,2990192#0,620795#3,288539#0,05583069#0,5499935#3,004077#0,1244496#0,2642542#3,056064#0,1457739#0,1895984#3,020196#0,2026215#0,1377872#3,004215#0,08814231#0,1289107#3,005992#0,4247849#-0,23484#3,045548#-0,1675674#-0,2554465#3,091623#0,5058898#-0,5683681#2,955522#-0,268865#-0,5734434#3,036092#0,5694457#-0,608056#2,901443#-0,2053092#-0,6131313#2,982013#0  
frame47 #0,0189584#0,754185#3,054764#0,1334774#0,7191865#3,157831# 0,3641683#0,265342#2,895899#-0,01567529#0,216409#2,990587#0,3306329#0,3226994#2,976214#-0,08582065#0,2251854#2,950093#0,3335311#0,5623953#3,066615#-0,09855425#0,4526495#2,857803#0,2872602#0,6783738#3,31296#0,05379803#0,551621#3,006059#0,1191182#0,2734529#3,058683#0,1422842#0,194792#3,021509#0,1995268#0,1424988#3,004206#0,08545068#0,1323086#3,007242#0,422534#-0,2340025#3,044231#-0,1687361#-0,2550015#3,091108#0,505708#-0,5687225#2,955606#-0,2695678#-0,5736123#3,037362#0,5707039#-0,6081622#2,903258#-0,2045719#-0,613052#2,985013#0  
frame48 #0,01931142#0,7565064#3,065556#0,1331353#0,6655802#3,143081# 0,361765#0,3540252#2,82984#-0,01768095#0,214126#2,992176#0,3363085#0,3151678#2,881007#-0,08848134#0,2255964#2,950239#0,3338354#0,5141164#3,04901#-0,1054027#0,4524298#2,856752#0,2869181#0,6247674#3,298209#0,05159771#0,5521547#3,00838#0,1161746#0,2703903#3,057003#0,1390188#0,1934672#3,019809#0,1962712#0,1415209#3,001919#0,08184315#0,132309#3,005821#0,4199096#-0,2344196#3,042336#-0,169701#-0,2546599#3,090413#0,5050997#-0,5683567#2,955153#-0,2728242#-0,5760816#3,03965#0,569801#-0,6077939#2,902533#-0,2081229#-0,6155188#2,98703#0  
frame49 #0,0120903#0,7518823#3,065891#0,1304499#0,6662086#3,143338# 0,3370855#0,2560146#2,822859#-0,0191277#0,2116913#2,99151#0,3357821#0,3204646#2,875986#-0,09038198#0,2285058#2,948495#0,3318717#0,5138147#3,049664#-0,1079943#0,4593311#2,863521#0,2842327#0,6253958#3,298467#0,04571631#0,5538253#3,013187#0,1138354#0,269266#3,056817#0,1365255#0,1933145#3,019324#0,1932977#0,1417219#3,001228#0,08018504#0,1329509#3,005542#0,4166657#-0,2350694#3,040734#-0,1707165#-0,2539462#3,088982#0,5050305#-0,5678182#2,955279#-0,2726815#-0,5757014#3,039654#0,5687438#-0,6075976#2,901961#-0,2089681#-0,6154807#2,986335#0  
