frame1 #-0,03839641#0,9564079#3,411149#-0,03463282#0,7568548#3,428887# -0,003532894#0,4185001#3,19555#-0,2737589#0,5488364#3,272896#0,04193941#0,417679#3,26939#-0,2069088#0,5457164#3,272799#0,1981655#0,586073#3,258367#-0,006358579#0,5363566#3,286243#0,07849064#0,6676032#3,375834#-0,1892674#0,6368288#3,412332#-0,02332525#0,3805704#3,442175#-0,03006765#0,3125578#3,388245#0,03080113#0,2588284#3,373279#-0,08968998#0,2449799#3,388364#0,06110343#-0,2643527#3,173859#-0,09322888#-0,2716115#3,564204#0,07632553#-0,5903797#3,078312#-0,03908231#-0,5389088#3,700311#0,06473598#-0,6667208#3,016247#-0,02177308#-0,5584748#3,595103#0  
frame38 #0,0001033265#0,7645723#3,459201#-0,02068395#0,6014634#3,578915# 0,04472122#0,3313399#3,087726#-0,207889#0,8018277#3,616964#0,07549453#0,3068608#3,273789#-0,2568793#0,7512671#3,613223#0,08563751#0,2863654#3,558607#-0,4309692#0,5431834#3,643274#0,06557066#0,5219301#3,549695#-0,1807572#0,5696499#3,639831#-0,01024562#0,3069197#3,671596#-0,01654798#0,2437703#3,673559#0,03598021#0,1679763#3,65656#-0,0678519#0,1923915#3,719105#0,1072709#-0,2657086#3,682586#-0,1173345#-0,2123342#3,536236#0,07454427#-0,5481206#3,797151#-0,082229#-0,5499996#3,568545#0,04465279#-0,6004938#3,726087#-0,1121205#-0,6023729#3,497482#0  
frame39 #0,007547439#0,7399903#3,460645#-0,008846751#0,5390985#3,573994# 0,05368564#0,2929962#3,155031#-0,1833532#0,7606518#3,558284#0,1476449#0,2701699#3,326849#-0,2351054#0,7131317#3,55685#0,1652001#0,2324831#3,606876#-0,3859651#0,5147605#3,559099#0,1309705#0,4097924#3,550545#-0,158526#0,4824318#3,607447#-0,005614097#0,2480859#3,688616#-0,01000159#0,18426#3,696519#0,05136609#0,1114522#3,692877#-0,07180143#0,1242823#3,740789#0,1118321#-0,3220612#3,658093#-0,1239897#-0,2504091#3,505685#0,07757196#-0,5454673#3,780815#-0,08415596#-0,5527004#3,564191#0,0575402#-0,601064#3,708773#-0,1041877#-0,6082971#3,49215#0  
frame40 #0,01060692#0,6770592#3,460928#0,001412086#0,5124227#3,576112# 0,08297781#0,2362047#3,259844#-0,2019355#0,6782282#3,53508#0,1383385#0,2181358#3,328639#-0,253488#0,6308915#3,533652#0,276447#0,2215468#3,513621#-0,409643#0,4275268#3,497852#0,1752211#0,3884034#3,57873#-0,158963#0,4518292#3,601057#-0,006224731#0,2355346#3,690115#-0,009297189#0,1739437#3,699238#0,05759067#0,09159549#3,702276#-0,07926536#0,1046747#3,744668#0,1090049#-0,3384646#3,650417#-0,126387#-0,2621898#3,502232#0,09357796#-0,6109867#3,738956#-0,08400024#-0,5529748#3,563877#0,08418413#-0,6675197#3,665365#-0,09339407#-0,6095077#3,490287#0  
frame41 #0,02132903#0,627929#3,446283#0,005842134#0,4484886#3,578016# 0,10558#0,1720025#3,306994#-0,2400053#0,6374347#3,438771#0,132234#0,1763823#3,336952#-0,2829546#0,5615091#3,403248#0,2355054#0,1804646#3,536471#-0,3210145#0,3715523#3,455746#0,1751783#0,3647506#3,609339#-0,1560497#0,4017015#3,587342#-0,00911358#0,16818#3,702365#-0,01171156#0,1066168#3,715458#0,0583633#0,03146057#3,732089#-0,08904015#0,04050069#3,749901#0,1003257#-0,2904722#3,646861#-0,1260751#-0,3015118#3,476516#0,08854726#-0,5285901#3,732038#-0,08441858#-0,5580433#3,564339#0,07259557#-0,5917631#3,817092#-0,09370646#-0,6365743#3,568578#0  
frame42 #0,02780998#0,501442#3,436612#0,01439193#0,3520056#3,585588# 0,1297208#0,0006170459#3,448979#-0,1923721#0,5654092#3,421737#0,1520138#0,05614273#3,483364#-0,2084273#0,4813376#3,398855#0,2361264#0,1208874#3,694716#-0,2565929#0,2291228#3,343923#0,1833607#0,2999156#3,660327#-0,1241956#0,3004867#3,582408#-0,01026088#0,07663943#3,708251#-0,01220053#0,01691253#3,724297#0,05428974#-0,05418899#3,758098#-0,08912214#-0,0434317#3,739527#0,1160854#-0,4349234#3,568794#-0,1345212#-0,3506923#3,437475#0,07849616#-0,5819616#3,767051#-0,08492897#-0,5615141#3,567321#0,09687618#-0,64071#3,697347#-0,06654895#-0,6202625#3,497617#0  
frame43 #0,01013415#0,44539#3,422802#-0,03117644#0,2966837#3,58324# 0,1619647#-0,02941791#3,509435#-0,1797368#0,434843#3,383871#0,1374015#-0,008330667#3,570021#-0,1782035#0,3664218#3,377964#0,207041#0,1246772#3,744835#-0,2528836#0,1967668#3,327094#0,1539129#0,271511#3,652741#-0,1204863#0,2681307#3,565487#-0,02799446#0,03146173#3,708449#-0,02328796#-0,02283983#3,726182#0,04430673#-0,08320945#3,776295#-0,08869124#-0,08847573#3,723291#0,1005671#-0,3584931#3,604377#-0,1225034#-0,3147274#3,498237#0,07896769#-0,5767894#3,750839#-0,08697359#-0,5626975#3,566158#0,1019242#-0,6351647#3,682578#-0,09557372#-0,6409097#3,561878#0  
frame44 #0,01827483#0,393#3,428257#-0,01680535#0,2375719#3,590414# 0,2108243#-0,0472279#3,580458#-0,1426953#0,0701598#3,250407#0,1589951#-0,06258575#3,62188#-0,1520486#0,1423489#3,277447#0,2197391#0,07367174#3,808549#-0,1801083#0,3589164#3,372169#0,1393808#0,2458067#3,655867#-0,1054887#0,2035541#3,569842#-0,01981019#-0,009391846#3,710067#-0,01630583#-0,06298643#3,728303#0,04387068#-0,1056411#3,781273#-0,0752283#-0,1301561#3,720358#0,1159341#-0,453963#3,547602#-0,1220886#-0,3160467#3,498073#0,05054262#-0,5826908#3,764288#-0,08668303#-0,5618708#3,566282#0,07936531#-0,6407993#3,698714#-0,05786034#-0,6199793#3,500707#0  
frame45 #0,008774525#0,3369789#3,434766#-0,01830829#0,1967296#3,578351# 0,216006#-0,1432869#3,628981#-0,09025732#-0,009029537#3,260655#0,1644461#-0,1585649#3,670188#-0,1130958#0,07274635#3,282152#0,2161107#0,05391189#3,829425#-0,1816112#0,318074#3,360198#0,1375877#0,2113891#3,671996#-0,1069916#0,1627117#3,557779#-0,01705851#-0,01240307#3,70638#-0,01300844#-0,06366517#3,726445#0,04946436#-0,1272917#3,812288#-0,05886586#-0,1357616#3,704897#0,09942161#-0,389112#3,586867#-0,1208213#-0,3223156#3,49895#0,0761321#-0,5634084#3,708573#-0,0784256#-0,565684#3,581676#0,1114723#-0,6233648#3,648674#-0,04308543#-0,6256404#3,521777#0  
frame46 #0,01556173#0,3173185#3,416478#-0,01534002#0,1604241#3,560947# 0,1894499#-0,1882222#3,588387#-0,04141689#-0,03616862#3,276139#0,1381191#-0,2034323#3,629411#-0,07572341#0,04331568#3,289439#0,1775632#0,01875514#3,777546#-0,178643#0,2817686#3,34286#0,1184655#0,1681209#3,660811#-0,1040234#0,1264063#3,540376#-0,02048804#-0,07954258#3,712802#-0,01738047#-0,130434#3,740393#0,02932944#-0,1768899#3,798655#-0,06490973#-0,182753#3,739968#0,1232333#-0,4770202#3,515739#-0,1104082#-0,3421838#3,509276#0,06048903#-0,6137418#3,81957#-0,07995079#-0,5717723#3,58965#0,09857872#-0,6750894#3,763139#-0,04186111#-0,6331199#3,53322#0  
frame47 #0,0337562#0,2457391#3,40689#-0,008857274#0,1398531#3,519329# 0,1687916#-0,2338104#3,561286#-0,03473068#-0,05900442#3,286818#0,1177151#-0,2489453#3,602107#-0,06908807#0,02104609#3,287056#0,1428324#-0,02351351#3,745404#-0,1721602#0,2611976#3,301274#0,1239664#0,1520621#3,623539#-0,09754061#0,1058353#3,498757#-0,0143441#-0,06229688#3,65821#-0,01157087#-0,1061008#3,683919#0,03016943#-0,1750871#3,805441#-0,05659285#-0,1993082#3,650094#0,1079465#-0,4217072#3,576359#-0,1093837#-0,3371479#3,512824#0,05470251#-0,5828875#3,751328#-0,08502138#-0,5774167#3,594831#0,0938713#-0,6450475#3,696997#-0,0458526#-0,6395767#3,5405#0  
frame48 #0,0336336#0,1817755#3,444135#0,0395719#0,05972567#3,582746# 0,1802747#-0,3371652#3,553993#0,0005504023#-0,1279786#3,254877#0,1294206#-0,352234#3,594636#-0,03051996#-0,05071644#3,278978#0,1508822#-0,157905#3,779621#-0,123731#0,1810701#3,364753#0,1727604#0,07092485#3,684412#-0,04911144#0,02570784#3,562174#0,00980431#-0,112064#3,680162#0,007081241#-0,148916#3,697578#0,04737999#-0,2220289#3,831216#-0,05803812#-0,2369645#3,645355#0,1106363#-0,44304#3,587424#-0,1149171#-0,3239406#3,508259#0,05396906#-0,592756#3,759629#-0,07932816#-0,5805358#3,601967#0,0925725#-0,6540018#3,704331#-0,04072472#-0,6417816#3,546669#0  
frame49 #-0,02917147#0,1835469#3,37679#-0,08512343#0,05419923#3,553211# 0,1930839#-0,3424178#3,5456#0,1116182#-0,341039#3,172744#0,1424133#-0,3574323#3,586096#0,08012109#-0,2650948#3,198717#0,1411802#-0,1814793#3,789794#-0,0143701#-0,03726217#3,290071#0,1028648#0,02544665#3,664928#-0,1272534#-0,001410013#3,504519#-0,02475021#-0,1465046#3,678262#-0,007903696#-0,1841776#3,701123#0,06185519#-0,2436672#3,820829#-0,04075389#-0,2763133#3,668601#0,1281868#-0,4560111#3,584574#-0,1026281#-0,352991#3,502714#0,06948795#-0,6052316#3,758992#-0,07851252#-0,5808731#3,599059#0,1146751#-0,6576338#3,700103#-0,03332541#-0,6332753#3,54017#0  
frame50 #-0,002311561#0,1262941#3,352383#-0,05818327#-0,002867971#3,528587# 0,168843#-0,4109333#3,471528#0,0006368808#-0,08080436#3,322633#0,1477734#-0,3659462#3,563442#0,002117566#-0,1468761#3,316929#0,1489441#-0,2198061#3,789564#-0,1004936#-0,2747276#3,476921#0,1298049#-0,03162055#3,640304#-0,1132605#-0,01700491#3,507963#-0,01430275#-0,1528799#3,672417#-0,001950846#-0,1882205#3,698305#0,08219937#-0,2571392#3,85737#-0,01393438#-0,301048#3,667284#0,1484337#-0,4673028#3,501894#-0,09738488#-0,3874935#3,486951#0,08354596#-0,6334103#3,698722#-0,07894154#-0,5780234#3,594333#0,1126645#-0,6987022#3,642984#-0,04982301#-0,6433154#3,538594#0  
frame51 #0,01067494#0,157919#3,42023#-0,04340259#-0,006749149#3,570745# 0,163464#-0,4099908#3,475993#-0,01746537#-0,03059602#3,316957#0,1459894#-0,3689179#3,575166#-0,01599115#-0,09637916#3,311278#0,1568443#-0,2403933#3,810711#-0,1169907#-0,2567643#3,470637#0,1445856#-0,03550173#3,682462#-0,1116823#-0,02155743#3,542053#0,001887827#-0,2222876#3,683355#0,01304922#-0,2668408#3,704411#0,09325762#-0,3338928#3,807898#-0,03454091#-0,3521028#3,670088#0,1418247#-0,4256386#3,555523#-0,07912655#-0,4345795#3,486972#0,08328928#-0,5757805#3,731088#-0,06851667#-0,6030376#3,615743#0,1182795#-0,629918#3,667559#-0,0777328#-0,6647009#3,570678#0  
frame52 #0,01019193#0,1729681#3,470347#-0,04093216#0,01412897#3,627456# 0,1615096#-0,4075038#3,485897#-0,01472147#-0,02899871#3,31529#0,146281#-0,3702441#3,582191#-0,01325434#-0,09446538#3,309639#0,1639513#-0,2469517#3,81914#-0,1142539#-0,2548506#3,468951#0,147056#-0,01462361#3,739173#-0,1127806#-0,02613459#3,554368#0,00953465#-0,1975613#3,714937#0,02193855#-0,2412108#3,73186#0,09719619#-0,3067189#3,811718#-0,01549913#-0,3225728#3,712514#0,1486689#-0,4236727#3,558165#-0,07956436#-0,4356319#3,487878#0,0901508#-0,5737218#3,733846#-0,08335268#-0,5859676#3,572803#0,1363233#-0,6214109#3,672532#-0,07392283#-0,6620361#3,577729#0  
frame53 #0,01070788#0,1648775#3,483263#-0,01867492#-0,003796856#3,63649# 0,1734296#-0,4155784#3,580932#0,02464567#-0,1190996#3,335854#0,1469162#-0,3639898#3,611514#0,02610933#-0,1844116#3,330216#0,1690911#-0,2513524#3,852728#-0,1129527#-0,2794915#3,497487#0,1693133#-0,03254944#3,748207#-0,111795#-0,02713355#3,561679#0,009600959#-0,2108128#3,70917#0,01846342#-0,2553574#3,723472#0,09378095#-0,325048#3,749721#-0,03870388#-0,3338607#3,717015#0,1507298#-0,4271683#3,559526#-0,08523704#-0,4314374#3,48283#0,09218822#-0,5771539#3,735319#-0,08627111#-0,5935365#3,584512#0,1354512#-0,6254805#3,672617#-0,08016701#-0,6662253#3,560862#0  
frame54 #0,01254361#0,166318#3,487009#-0,0004278538#-0,00166544#3,644302# 0,1798888#-0,4089516#3,591441#0,02752083#-0,1190201#3,341314#0,1533554#-0,3585094#3,62361#0,0289817#-0,184208#3,335687#0,1860882#-0,2473378#3,86366#-0,1120064#-0,2811608#3,498168#0,1875603#-0,03041802#3,756019#-0,1114799#-0,02964282#3,564454#0,0253844#-0,1994754#3,72847#0,03319808#-0,2394249#3,746979#0,1140469#-0,2984361#3,824968#-0,02937806#-0,3303577#3,73067#0,1517892#-0,427234#3,559037#-0,07988807#-0,4438599#3,505563#0,09324539#-0,5772101#3,734953#-0,08634117#-0,592527#3,584016#0,1343812#-0,6284017#3,673333#-0,08763925#-0,6688641#3,578516#0  
frame55 #0,0269284#0,1767061#3,508509#0,004104466#0,003428458#3,649387# 0,179607#-0,4091276#3,589423#0,001878719#-0,08350452#3,418015#0,1527707#-0,3598448#3,62285#0,003336708#-0,1485635#3,412399#0,1868493#-0,2468771#3,862783#-0,1117598#-0,2984914#3,496253#0,1920927#-0,02532412#3,761103#-0,09845835#-0,05981748#3,566174#0,02737216#-0,1971505#3,731705#0,03437584#-0,2377381#3,749451#0,1140208#-0,2986026#3,828802#-0,02753728#-0,3306345#3,731162#0,1518187#-0,4294154#3,559216#-0,07906559#-0,4401234#3,506515#0,09327429#-0,5793699#3,735258#-0,08009177#-0,5828354#3,587158#0,1373519#-0,6296951#3,675245#-0,03601411#-0,6331606#3,527144#0  
frame56 #0,0147805#0,1882611#3,503201#0,008215727#0,01006818#3,653736# 0,1789309#-0,4076512#3,588155#0,02026029#-0,09861266#3,405196#0,1522113#-0,3591173#3,622484#0,02171513#-0,1635312#3,399592#0,1878158#-0,2441035#3,862185#-0,1118054#-0,2988725#3,497116#0,1962039#-0,0186844#3,765452#-0,09765083#-0,05962782#3,565603#0,02824681#-0,194111#3,732401#0,03459314#-0,2352738#3,749729#0,1128016#-0,2976801#3,82702#-0,02646182#-0,3276375#3,73151#0,1520851#-0,4302407#3,557873#-0,08943941#-0,4206625#3,498192#0,09353946#-0,5801865#3,734062#-0,07959105#-0,5840763#3,588228#0,1382345#-0,629989#3,674359#-0,06675047#-0,6592035#3,586949#0  
frame57 #0,01544962#0,2008628#3,496854#-0,0003418108#0,02387704#3,649111# 0,1637753#-0,4226405#3,497802#0,02845358#-0,1073375#3,39058#0,1474948#-0,3434438#3,532493#0,02990508#-0,1721097#3,384988#0,1525249#-0,102677#3,631982#-0,1114901#-0,2921257#3,498302#0,1437753#0,1050742#3,736715#-0,09923176#-0,04821189#3,566828#0,03012186#-0,1805691#3,731757#0,03815867#-0,2211327#3,749734#0,1118446#-0,2787779#3,838741#-0,005087163#-0,3185924#3,721483#0,1613187#-0,4726914#3,480527#-0,05806694#-0,4675152#3,533389#0,09769348#-0,6356437#3,674321#-0,06956353#-0,5921113#3,616058#0,1476162#-0,6837081#3,617692#-0,06803448#-0,6498795#3,566589#0  
frame58 #0,01169927#0,2013697#3,514249#5,457537E-05#0,03507748#3,652683# 0,174274#-0,4062968#3,523833#0,03964395#-0,1107691#3,38102#0,1310719#-0,3656866#3,550179#0,04109217#-0,1753953#3,375441#0,1198564#-0,1662914#3,721806#-0,1100188#-0,2934633#3,501874#0,1394464#0,08773911#3,735564#-0,09870746#-0,04779376#3,56731#0,03149004#-0,1788186#3,733061#0,03928595#-0,2203787#3,750805#0,1114746#-0,2782724#3,838952#-0,003041124#-0,3183282#3,721392#0,1600846#-0,4687273#3,480387#-0,06147633#-0,4556463#3,52741#0,05423164#-0,6075421#3,812975#-0,07169917#-0,5896024#3,607411#0,1036565#-0,6550377#3,755757#-0,02227427#-0,637098#3,550192#0  
frame59 #0,01310738#0,2031284#3,514936#0,005600872#0,03878476#3,65524# 0,1801379#-0,3997506#3,530302#0,04369854#-0,1092508#3,399451#0,1336541#-0,3617648#3,554549#0,04514372#-0,1737376#3,393884#0,129186#-0,1664724#3,730503#-0,1083678#-0,293072#3,504519#0,1469171#0,086992#3,742751#-0,09663296#-0,04254163#3,572686#0,03611748#-0,1806309#3,734413#0,04425976#-0,2240288#3,752226#0,1143205#-0,2809575#3,833931#0,0002657955#-0,3202639#3,723883#0,1605936#-0,4700082#3,475257#-0,06173963#-0,4596644#3,523599#0,05530256#-0,6090421#3,811926#-0,07094507#-0,5930703#3,613608#0,1039937#-0,6563571#3,754231#-0,0626031#-0,6567599#3,57349#0  
frame60 #0,01123243#0,2040272#3,528792#0,004799676#0,03938484#3,655857# 0,1831742#-0,4000284#3,531486#0,04214958#-0,1091615#3,406768#0,1343363#-0,3640301#3,553637#0,04359133#-0,1734949#3,401215#0,1303629#-0,1715529#3,73191#-0,1086996#-0,2904594#3,504685#0,1485719#0,08127322#3,744639#-0,09690022#-0,0409232#3,574771#0,03590017#-0,1814508#3,733818#0,04371845#-0,2257185#3,751273#0,1118088#-0,2873749#3,827769#-8,637174E-05#-0,3206302#3,723071#0,157529#-0,4806043#3,473513#-0,07044056#-0,452807#3,517377#0,05491979#-0,6285564#3,801673#-0,06625867#-0,5885603#3,60108#0,1029994#-0,6756912#3,743535#-0,06469128#-0,6516736#3,559467#0  
frame61 #0,006223958#0,2153656#3,538403#-0,0004783301#0,04405117#3,661072# 0,1831211#-0,4012338#3,530073#0,04458611#-0,1116382#3,385708#0,1340022#-0,3655096#3,551693#0,0460252#-0,1758527#3,380165#0,1294867#-0,1739349#3,729921#-0,1095441#-0,2786983#3,505451#0,1475313#0,07822008#3,742409#-0,09767105#-0,03625252#3,576151#0,03581427#-0,1814235#3,734647#0,0437852#-0,2259532#3,751842#0,1119613#-0,2867867#3,826706#0,0004490699#-0,3194284#3,724829#0,1575897#-0,4779058#3,473542#-0,06992575#-0,4488499#3,517179#0,05510492#-0,6263308#3,802433#-0,06604274#-0,5883253#3,601932#0,1020603#-0,6725796#3,743093#-0,05679602#-0,6631376#3,602104#0  
frame62 #0,008563802#0,2235863#3,537092#-0,0007987717#0,04751154#3,661726# 0,193617#-0,3768357#3,56756#0,03242639#-0,1038219#3,405443#0,1439882#-0,3416836#3,588551#0,03386245#-0,167905#3,399911#0,1628405#-0,1712995#3,786961#-0,1088768#-0,2788686#3,505921#0,149005#0,07245916#3,747148#-0,09692413#-0,03542101#3,577064#0,03699721#-0,183135#3,737608#0,04565899#-0,2297071#3,756129#0,112319#-0,2870794#3,826709#0,002879954#-0,3208458#3,73113#0,1756265#-0,506729#3,496487#-0,06786117#-0,4548056#3,52171#0,05290299#-0,5917554#3,756994#-0,06293786#-0,6025189#3,612419#0,1000786#-0,6378711#3,698125#-0,01576228#-0,6486346#3,55355#0  
frame63 #0,01373026#0,223333#3,544207#0,003149505#0,05015694#3,666158# 0,1972886#-0,3745855#3,567442#0,06463883#-0,1175268#3,345878#0,1468306#-0,3403054#3,587482#0,06607208#-0,1814816#3,340357#0,1635669#-0,1710779#3,786299#-0,1078619#-0,2819921#3,505363#0,1497109#0,07226935#3,747193#-0,0944602#-0,03910807#3,57748#0,03806924#-0,1829672#3,737994#0,04623336#-0,2296793#3,756045#0,1133141#-0,2863941#3,823581#0,003284373#-0,320397#3,731421#0,158319#-0,4921479#3,483549#-0,06903866#-0,4493#3,519131#0,04253732#-0,6176499#3,677448#-0,0629764#-0,6003124#3,615296#0,08981018#-0,6634202#3,61866#-0,06736287#-0,6552197#3,564392#0  
frame64 #0,01274382#0,2388236#3,554806#0,008546504#0,06258948#3,680901# 0,2036396#-0,3728983#3,565924#0,06023661#-0,1124265#3,327814#0,1526248#-0,3390741#3,584966#0,06166749#-0,1762759#3,322302#0,1633895#-0,1716017#3,785072#-0,1179603#-0,2387729#3,499655#0,1506997#0,07178821#3,747859#-0,09325831#-0,03365991#3,581658#0,03757544#-0,182851#3,738556#0,04522305#-0,2300749#3,755919#0,1084194#-0,2880607#3,814448#-0,001448964#-0,3178882#3,732164#0,1447739#-0,4951402#3,475018#-0,07490024#-0,4428238#3,515039#0,05067853#-0,6003494#3,786853#-0,06790034#-0,5849615#3,603922#0,09688376#-0,6450911#3,726816#-0,0568796#-0,6558449#3,582778#0  
frame65 #0,01014144#0,2426791#3,554756#0,002237375#0,0685309#3,676813# 0,2041946#-0,372677#3,568714#0,06356703#-0,116295#3,330326#0,1530649#-0,3390428#3,587437#0,06499562#-0,1800426#3,324823#0,1668736#-0,1708547#3,785829#-0,1117716#-0,2467937#3,502622#0,150684#0,07148471#3,747674#-0,09383462#-0,03000313#3,582891#0,03601872#-0,1806304#3,738961#0,04405438#-0,2288824#3,755959#0,1081767#-0,2872349#3,81322#-0,004127118#-0,3119263#3,735065#0,1496539#-0,4968857#3,478187#-0,1488062#-0,3960621#3,37371#0,05131736#-0,6009195#3,788342#-0,1178867#-0,6314386#3,491263#0,09704965#-0,6456219#3,72816#-0,08499328#-0,6375449#3,58324#0  
frame66 #0,01014497#0,2437997#3,554753#0,002237629#0,06976248#3,676936# 0,2078529#-0,3728379#3,569017#0,06230469#-0,118792#3,332932#0,1565428#-0,339445#3,587384#0,06373139#-0,1824547#3,327436#0,1678186#-0,1737497#3,787461#-0,1096412#-0,2540264#3,50601#0,15278#0,0686127#3,751042#-0,09226225#-0,02665528#3,581836#0,03444875#-0,1802639#3,73924#0,04164308#-0,2290687#3,755927#0,1050706#-0,2881505#3,810018#-0,008742421#-0,3090752#3,736255#0,1650477#-0,4859588#3,471261#-0,1464308#-0,4097307#3,377222#0,04711163#-0,5995702#3,799434#-0,1150011#-0,6424352#3,498688#0,09338126#-0,6442823#3,739754#-0,07744509#-0,6306088#3,591614#0  
frame67 #0,01287756#0,2529341#3,565444#0,001633889#0,07056498#3,676683# 0,2675775#-0,2016536#3,682#0,1448271#-0,06915693#3,213983#0,2161714#-0,1684083#3,700032#0,04945363#-0,1799066#3,316991#0,2714418#0,02515481#3,860804#-0,1086125#-0,2581877#3,50669#0,1531066#0,06992044#3,750927#-0,09142078#-0,02518679#3,581726#0,03421258#-0,1805635#3,73891#0,04118111#-0,2300095#3,7553#0,1049947#-0,2895797#3,805302#-0,008826918#-0,3090961#3,736144#0,168562#-0,4879074#3,468301#-0,08222946#-0,4113424#3,497784#0,04759698#-0,5998217#3,798248#-0,0746084#-0,5868579#3,6034#0,09389102#-0,6444485#3,738587#-0,0604753#-0,6599907#3,600102#0  
frame68 #0,01756194#0,2576365#3,582152#0,003208471#0,07236129#3,67631# 0,2737847#-0,2044215#3,689249#0,1321263#-0,0703053#3,241227#0,2223192#-0,1713382#3,707062#0,0508757#-0,1753539#3,324425#0,2798536#0,01765156#3,871736#-0,1097126#-0,2573961#3,509168#0,1647595#0,06903631#3,761976#-0,09125558#-0,02241504#3,583822#0,03425796#-0,1801437#3,738571#0,04107125#-0,2297661#3,754889#0,1054901#-0,2896312#3,804749#-0,009794736#-0,30874#3,735552#0,1882788#-0,4829521#3,469824#-0,08274181#-0,4129719#3,498552#0,04843846#-0,6004544#3,798889#-0,06504105#-0,5979717#3,622833#0,09472276#-0,6451443#3,739334#-0,06491539#-0,6517621#3,571259#0  
frame69 #0,01996403#0,2596262#3,585574#0,006697032#0,07636914#3,677057# 0,2793578#-0,2024705#3,700732#0,04136569#-0,10151#3,319869#0,2279509#-0,1694364#3,718476#0,04278602#-0,1648886#3,314398#0,2881905#0,01442255#3,886897#-0,1091632#-0,2322479#3,511615#0,1762798#0,06546116#3,775131#-0,09122477#-0,0204843#3,586128#0,03377399#-0,1795757#3,738309#0,0399332#-0,229435#3,754355#0,1046108#-0,2901593#3,800567#-0,01563241#-0,3068752#3,737771#0,1928126#-0,4824498#3,467031#-0,135752#-0,4394339#3,384947#0,050948#-0,6018674#3,802366#-0,06281284#-0,601169#3,656051#0,09732213#-0,6465024#3,743306#-0,06528497#-0,6378438#3,586812#0  
frame70 #-0,0109869#0,2798894#3,604425#0,006198019#0,07735128#3,677974# 0,2593602#-0,2413836#3,685394#0,1485827#-0,0685569#3,217859#0,2080337#-0,2083879#3,703074#0,05084768#-0,1729968#3,323032#0,2613697#-0,03005089#3,879109#-0,1084059#-0,2398518#3,513187#0,1729729#0,0637448#3,773551#-0,09101546#-0,01946114#3,587168#0,03449807#-0,1804841#3,737134#0,04131957#-0,2318399#3,75164#0,1061602#-0,2905449#3,796583#-0,01006653#-0,3116033#3,731263#0,1964017#-0,4844065#3,46624#-0,1702254#-0,4468492#3,398126#0,05785903#-0,5982729#3,78863#-0,06369098#-0,5983638#3,652845#0,1039734#-0,6423098#3,729403#-0,06521547#-0,6386691#3,587318#0 
frame71 #-0,009550518#0,2795613#3,604384#0,01085713#0,07838526#3,682174# 0,2840357#-0,2069077#3,695807#0,1485888#-0,06856304#3,217817#0,2327577#-0,1739252#3,713387#0,05160987#-0,1754189#3,323095#0,2903985#0,007021569#3,884135#-0,1058047#-0,245875#3,51269#0,1758938#0,06343329#3,777888#-0,09142971#-0,01848553#3,58882#0,03807443#-0,1816223#3,737243#0,04463663#-0,233417#3,751141#0,1113058#-0,292017#3,794602#-0,007007859#-0,314158#3,730951#0,1930546#-0,4868943#3,464313#-0,1691529#-0,4464703#3,399308#0,05756573#-0,5988674#3,790872#-0,08611397#-0,6230551#3,569675#0,1036684#-0,6425928#3,731399#-0,04802018#-0,641839#3,630244#0  
frame72 #-0,01009719#0,2813508#3,60369#0,009693033#0,08050488#3,683422# 0,2825136#-0,1730796#3,704018#0,1326474#-0,08083852#3,253951#0,2312884#-0,1401321#3,721578#0,0553985#-0,1792312#3,330104#0,2831108#0,0482424#3,884268#-0,1078135#-0,2530453#3,511835#0,1661382#0,06411987#3,769994#-0,09128091#-0,01733795#3,591095#0,0434976#-0,1850188#3,740935#0,05267549#-0,239375#3,755976#0,1170981#-0,2932951#3,798368#0,00747385#-0,3200233#3,737118#0,1913736#-0,4854602#3,465253#-0,08681747#-0,4041789#3,560463#0,05456577#-0,5986531#3,794849#-0,07186711#-0,5844994#3,604635#0,1001648#-0,6421294#3,734846#-0,02626809#-0,6279756#3,544632#0  
frame73 #-0,00917602#0,2858585#3,604882#0,01115575#0,08401929#3,68676# 0,2649068#-0,2470435#3,679977#0,1306187#-0,0796325#3,25567#0,213735#-0,2141317#3,697517#0,05281356#-0,1773237#3,330702#0,2643476#-0,04151088#3,877667#-0,1120519#-0,249902#3,510587#0,1812307#0,07076097#3,78575#-0,09214666#-0,01425527#3,594737#0,0441166#-0,1824475#3,740563#0,05269668#-0,2361108#3,75475#0,1188215#-0,2908204#3,795967#0,005425316#-0,3178353#3,736117#0,1909188#-0,4864737#3,465026#-0,1990488#-0,3925897#3,411389#0,05547187#-0,596369#3,792677#-0,1515324#-0,6426668#3,49149#0,1011722#-0,6395652#3,732551#-0,09648435#-0,6341726#3,574606#0  
